회사코드	회사명	고객분류	회사유형	사업자등록번호	설립일	대표자명	본사 주소	시/구	공장 주소	대표전화	업종명	주요제품	웹사이트	참고사항	SAP코드여부	SAP거래처코드	사업	사업부	지점/팀	팀명	사원번호	영업 사원	유통형태코드	유통형태	거래처 담당자	담당자 연락처	코드생성일	거래시작일	결제조건
C0000168	(주) 제이에스올미트	기존		5258100473		임정근	경기도 화성시 봉담읍 서봉산길 20-33 (덕리)	경기도 화성시		031-235-0856					매입매출	1114666	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	임정근	031-235-0856	2024-12-20	2025-01-16	10일단위 마감, 10일이내, 현금결제(영업)
C0000169	(주) 신진축산	기존		6288802992		최미숙	경기도 화성시 기배로 91-9 (기안동) 비동 (기안동)	경기도 화성시		031-311-0174						1114667	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	최미숙	031-311-0174	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000170	도사미트	기존		2340141732		김현정	경기도 김포시 양촌읍 김포한강8로 22-1 1층	경기도 김포시		031-997-9393					매출	1114668	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	김현정	031-997-9393	2024-12-20	2025-03-06	10일단위 마감, 10일이내, 현금결제(영업)
C0000171	(주)엔피축산물(NP)	기존		1248738384		윤동진	경기도 수원시 권선구 곡반정로19번길 60-5 (곡반정동) 라동 (곡반정동)	경기도 수원시		031-298-1997						1114669	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	윤동진	031-298-1997	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000172	농업회사법인 지엔티(주)	기존		2268133631		한현수	경기도 안성시 미양면 제4산단로 99-9 (양변리)	경기도 안성시		031-676-5361						1114670	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	한현수	031-676-5361	2024-12-20	2025-01-14	말일 마감, 30일이내, 현금결제(영업)
C0000173	크레팜 (주)	기존		1378172843		강선구	인천광역시 서구 소담2로 22 (금곡동) (금곡동, 아이푸드파크산업단지)	인천광역시 서구		032-583-9411					매출	1114671	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	강선구	032-583-9411	2024-12-20	2025-01-10	말일 마감, 45일이내, 현금결제(영업)
C0000174	(주)미트쿡	기존		2778801970		김정학	경기도 화성시 효행로205번길 106-9 (기안동) (기안동)	경기도 화성시		031-233-3665						1114672	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	김정학	031-233-3665	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000175	(주)세원에프에스	기존		2338101840		권혁선	경기도 하남시 감북로27번길 69 (감북동) (감북동)	경기도 하남시		02-427-6946						1114673	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	권혁선	02-427-6946	2024-12-20	2025-06-30	10일단위 마감, 10일이내, 현금결제(영업)
C0000176	대인에프앤씨(주)	기존		1168600876		송기채	인천광역시 서구 소담2로 14 (금곡동) (금곡동)	인천광역시 서구		032-503-7611					매출	1114674	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	송기채	032-503-7611	2024-12-20	2025-01-02	10일단위 마감, 10일이내, 현금결제(영업)
C0000177	(주) 신성팜	기존		3508803123		송광임	경기도 수원시 팔달구 동말로68번길 15 (화서동, 수정아파트) 가동상가 87호 (화서동, 수정아파트)	경기도 수원시		031-246-4303					매입매출	1114675	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	송광임	031-246-4303	2024-12-20	2025-01-08	말일 마감, 15일이내, 현금결제(영업)
C0000178	농업회사법인 (주) 봄날21	기존		2468601180		양두한	경기도 고양시 일산동구 성현로93번길 13-53 (성석동) (성석동)	경기도 고양시		070-7793-0524					매출	1114676	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	양두한	070-7793-0524	2024-12-20	2025-02-10	말일 마감, 15일이내, 현금결제(영업)
C0000179	(주) 미트제이	기존		5348803283		정재우	경기도 안양시 만안구 박달로 337-53 (박달동) (박달동)	경기도 안양시		010-9028-5067					매출	1114677	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	정재우	010-9028-5067	2024-12-20	2025-03-13	10일단위 마감, 10일이내, 현금결제(영업)
C0000180	(주) 엠디알미트	기존		6328802711		이상진	경기도 안산시 상록구 양지마을3길 19-20 (사사동) (사사동)	경기도 안산시		031-269-6125						1114678	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	이상진	031-269-6125	2024-12-20	2025-01-15	10일단위 마감, 10일이내, 현금결제(영업)
C0000181	(주) 굿뉴스	기존		3558802809		윤준항	전라남도 나주시 건재로 343 (석현동) 2층 (석현동)	전라남도 나주시		010-2000-4767					매출	1114679	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	윤준항		2024-12-20	2025-01-06	말일 마감, 15일이내, 현금결제(영업)
C0000182	대.중소기업.농어업협력재단	기존		1078210445		김영환	서울특별시 중구 퇴계로 173 (충무로3가) 7층 (충무로3가, 남산스퀘어)	서울특별시 중구		02-368-8794						1114680	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7010	축육(실수요)	김영환		2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000183	썬에너지(주)	기존		1248182535		윤용식	경기도 포천시 내촌면 금강로 3189 (2층)	경기도 포천시		02-557-9791						1114681	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7010	축육(실수요)	윤용식,윤	02-557-9791	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000184	(주)디에스	기존		4078801076		곽동신	충청남도 천안시 동남구 중앙로 80 (오룡동) (오룡동, 그린스튜디오)	충청남도 천안시		041-556-7366					매출	1114682	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7030	축육(도매)	곽동신	041-556-7366	2024-12-20	2025-01-13	15일단위 마감, 30일이내, 현금결제(영업)
C0000185	(주) 한가람비앤피	기존		4088700923		김대수	서울특별시 강서구 초록마을로22길 30 (화곡동, 타운스빌라) 1층 101호 (화곡동, 타운스빌라)	서울특별시 강서구		02-2296-6217						1114683	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	김대수	02-2296-6217	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000186	(주) 삼부미트(미아)	기존		2098154908		원선재	서울특별시 강북구 도봉로33길 18 (미아동, 성북프라자) 108호 (미아동, 성북프라자 108~109호)	서울특별시 강북구		02-914-3836						1114684	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	원선재	02-914-3836	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000187	(주)다소	기존		7928801620		이여진	경기도 용인시 기흥구 농서로 51 (농서동) 3층 7호 (농서동)	경기도 용인시		010-8877-7265						1114685	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이여진	010-8877-7265	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000188	푸드락 솔루션	기존		2132967438		신성호	경기도 군포시 공단로 278-4 (금정동) 2층,3층 (금정동)	경기도 군포시		1577-4123						1114686	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	신성호	1577-4123	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000189	(주)범호	기존		6038702981		이민영	서울특별시 성동구 마장로 260 (마장동) 2층 202-3호 (마장동)	서울특별시 성동구		010-3655-8978						1114687	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	이민영	010-3655-8978	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000190	지에이치미트	기존		2249605619		박근혁	서울특별시 성동구 무학로14길 33 (마장동) 1층 (마장동)	서울특별시 성동구		010-6312-7655						1114688	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박근혁	010-6312-7655	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000191	(주) 에스와이컴퍼니	기존		5888601347		지용진	인천광역시 중구 연안부두로75번길 4 (항동7가) 2층 2호 (항동7가)	인천광역시 중구		032-578-7717						1114689	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	지용진	032-578-7717	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000192	예인유통	기존		1649001963		강경호	경기도 남양주시 오남읍 경복대로 118-10 (양지리)	경기도 남양주시		010-9333-1224					매출	1114690	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	강경호	010-9333-1224	2024-12-20	2025-06-19	15일단위 마감, 30일이내, 현금결제(영업)
C0000193	동우 푸드	기존		8971102257		신동우	경기도 광명시 오리로651번길 8 (하안동) 1615호 (하안동,현대테라타워)	경기도 광명시		010-9294-9290						1114691	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	신동우	010-9294-9290	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000194	(주) 혜윰에프엔비 빙고푸드	기존		8408501821		김성읍, 김기영	경기도 안성시 일죽면 죽화로 13 (방초리)	경기도 안성시		031-365-3201					매출	1114692	1033	축산유통사업부	383	신경로영업팀	240071	김 신현	J7020	축육(가공장)	김성읍, 김기영	031-365-3201	2024-12-20	2025-01-08	말일 마감, 45일이내, 현금결제(영업)
C0000195	(주) 모아푸드	기존		2928800835		장병열	부산광역시 사하구 다대로429번길 12 (다대동) (다대동, 삼환아파트) 상가1동 210호	부산광역시 사하구		051-262-4568					매출	1114693	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	장병열	051-262-4568	2024-12-20	2025-02-05	10일단위 마감, 10일이내, 현금결제(영업)
C0000196	(주)더맛있는하루	기존		1298177380		박진호	경기도 수원시 장안구 경수대로973번길 13-20 (송죽동) (송죽동) 301 (송죽동)	경기도 수원시		031-243-3588					매입매출	1114694	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	박진호	031-243-3588	2024-12-20	2025-01-08	10일단위 마감, 10일이내, 현금결제(영업)
C0000197	제이제이푸드시스템	기존		1301398557		김정희	서울특별시 중구 퇴계로87길 32 (황학동) (황학동) 지하1층	서울특별시 중구		02-2236-5768						1114695	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김정희	02-2236-5768	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000198	(주)씨에이치푸드	기존		5048166328		남형수	경상북도 칠곡군 동명면 송산12길 12-1 (송산리)	경상북도 칠곡군		053-341-2057						1114696	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	남형수	053-341-2057	2024-12-20	2025-02-18	15일단위 마감, 30일이내, 현금결제(영업)
C0000199	(주)엠비씨	기존		2188602452		이성원	서울특별시 서초구 강남대로53길 8 (서초동) (서초동, 스타크강남빌딩)	서울특별시 서초구		010-9171-1276					매입매출	1114697	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	이성원	010-9171-1276	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000200	국제무역	기존		2070614562		윤명자	경기도 화성시 동탄기흥로 590 (영천동) (영천동, 동탄센트럴에이스타워)b동 1419호	경기도 화성시		031-377-9924						1114698	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	윤명자	031-377-9924	2024-12-20	2025-01-13	15일단위 마감, 30일이내, 현금결제(영업)
C0000201	(주)교래에프앤엠	기존		5468601358		오용규	제주특별자치도 제주시 선반로8길 5-7 (화북일동) (화북일동)	제주특별자치도 제주시		064-727-4700						1114699	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7030	축육(도매)	오용규	064-727-4700	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000202	원푸드(서울)	기존		1109506011		신원식	서울특별시 중구 난계로11길 42 (황학동) (황학동, 로얄빌딩) 5층519호	서울특별시 중구		02-2234-8357						1114700	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	신원식	02-2234-8357	2024-12-20	2025-01-06	15일단위 마감, 30일이내, 현금결제(영업)
C0000203	(주)성하홀딩스	기존		8088800120		정희상	경기도 하남시 미사강변중앙로 210 (망월동) (망월동, 메디피아타워) 13층	경기도 하남시		031-793-9141						1114701	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	정희상	031-793-9141	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000204	(주)뉴아시아	기존		7208100495		박준	대구광역시 수성구 시지로 38 (시지동) 2층 (시지동)	대구광역시 수성구		053-793-1636						1114702	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	박준	053-793-1636	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000205	(주)대홍농업회사법인	기존		5038615684		홍수환	대구광역시 서구 와룡로73길 11 (중리동) (중리동)	대구광역시 서구		053-526-9998					매입매출	1114703	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	홍수환	053-526-9998	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000206	(주)디케이통상	기존		2018802157		홍수관	경상북도 경산시 남천면 흥산길 13-23 (흥산리)	경상북도 경산시		053-526-9998					매입매출	1114704	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	홍수관	053-526-9998	2024-12-20	2025-01-08	15일단위 마감, 30일이내, 현금결제(영업)
C0000207	(주) 세모푸드	기존		5738701134		강영석	부산광역시 부산진구 성지로62번길 49 (초읍동) (초읍동)	부산광역시 부산진구		051-806-0539						1114705	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	강영석	051-806-0539	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000208	예원푸드	기존		5049192204		남영호	대구광역시 동구 신덕로5길 4 (신평동) (신평동)	대구광역시 동구		053-357-9211						1114706	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	남영호	053-357-9211	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000209	(주)엘에스티씨	기존		8398101876		신민준	서울특별시 강남구 봉은사로 404 (삼성동, 씨티라이프61) 8층5호	서울특별시 강남구		010-8595-2505					매입매출	1114707	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	신민준	010-8595-2505	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000210	수월한(주)	기존		5028625326		임상훈	경상북도 문경시 신기산단2길 21 (신기동) (신기동)	경상북도 문경시		053-964-8166						1114708	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	임상훈	053-964-8166	2024-12-20	2025-01-15	15일단위 마감, 30일이내, 현금결제(영업)
C0000211	(주)신우에프에스해미지점	기존		7728501682		오재준	충청남도 서산시 고북면 내포로 2236-31 (용암리)	충청남도 서산시		041-469-8841						1114709	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	오재준	041-469-8841	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000212	(주) 아치섬	기존		2068195967		강지순	서울특별시 성동구 마장로33길 75 (마장동) 남일빌딩 207	서울특별시 성동구		02-2295-0050						1114710	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7030	축육(도매)	강지순	02-2295-0050	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000213	(주)삼우에프앤에스	기존		1268666083		최봉점	경기도 하남시 산곡동로86번길 46 (하산곡동) (하산곡동)	경기도 하남시		031-794-4930						1114711	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	최봉점	031-794-4930	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000214	(주)누리푸드서비스	기존		1348677368		권오락	서울특별시 중구 난계로11길 53 (황학동) (황학동)	서울특별시 중구		02-2238-5416						1114712	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	권오락	02-2238-5416	2024-12-20	2025-01-13	15일단위 마감, 30일이내, 현금결제(영업)
C0000215	(주) 마이푸드	기존		4688800219		최경준	부산광역시 사하구 구평로 29-2 (구평동) (구평동)	부산광역시 사하구		051-991-9912						1114713	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	최경준	051-991-9912	2024-12-20	2025-01-17	15일단위 마감, 30일이내, 현금결제(영업)
C0000216	(주) 사계절푸드	기존		1488700579		고영한	경기도 성남시 수정구 위례서일로 26 (창곡동) 6층 611호 (창곡동, 라크리움)	경기도 성남시		031-721-9553						1114714	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	고영한	031-721-9553	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000217	(주)다온에프에스	기존		3728702694		김시학	경기도 수원시 영통구 봉영로 1612 (영통동) (영통동, 보보스프라자) 7층709-9호	경기도 수원시		010-7511-0728						1114715	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	김시학	010-7511-0728	2024-12-20	2025-01-16	10일단위 마감, 10일이내, 현금결제(영업)
C0000218	(주)혜성에스에이치	기존		5658802269		변석호	경상북도 문경시 산양면 산양공단1길 1 (진정리)	경상북도 문경시		031-591-4100						1114717	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	변석호	031-591-4100	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000219	(주)대명유통	기존		8898801211		민병규	부산광역시 사하구 감내1로 92 (감천동) 1층 (감천동)	부산광역시 사하구		051-636-2966						1114718	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	민병규	051-636-2966	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000220	(주)하라컴퍼니	기존		8768702560		제율희	대구광역시 수성구 공경로 30 하라컴퍼니 (만촌동)	대구광역시 수성구		010-2547-0297						1114719	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	제율희	010-2547-0297	2024-12-20	2025-01-10	15일단위 마감, 30일이내, 현금결제(영업)
C0000221	코리아종합식품(주)	기존		6058163094		김학현	경상남도 김해시 칠산로 347 (화목동) (화목동)	경상남도 김해시		051-892-9751						1114720	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	김학현	051-892-9751	2024-12-20	2025-09-05	15일단위 마감, 30일이내, 현금결제(영업)
C0000222	(주) 얌샘	기존		1078681841		김은광	서울특별시 영등포구 영등포로 347 (신길동) (신길동, 한독타워)	서울특별시 영등포구		010-8951-8930						1114721	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	김은광	010-8951-8930	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000223	(주)청정	기존		4438600195		임재완	충청북도 충주시 금가면 강수로 56 (하담리 201)	충청북도 충주시		010-9926-8200						1114722	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	임재완	010-9926-8200	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000224	[보류](주) 마더푸드	기존		8528600521		임채현	경기도 용인시 기흥구 용구대로2211번길 10 (신갈동) (신갈동)	경기도 용인시		1670-9251						1114723	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	임채현,오	1670-9251	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000225	해성미트	기존		3429101691		장성관	부산광역시 강서구 대저로221번길 69-7 (대저1동) (대저1동)	부산광역시 강서구		051-941-1978						1114725	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	장성관	051-941-1978	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000226	진성유통	기존		3013463320		박병권	경상남도 함안군 칠원읍 북원로 35-3 (운서리)	경상남도 함안군		055-223-5251						1114726	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	박병권	055-223-5251	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000227	(주) 대송	기존		1378649293		정대섭	인천광역시 남동구 남동서로 258 (논현동) (논현동)	인천광역시 남동구		02-2157-5835						1114728	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	정대섭	02-2157-5835	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000228	(유)하랑에스에이치	기존		6358801365		변석호	경기도 남양주시 화도읍 비룡로33번길 9 (마석우리)	경기도 남양주시		031-591-4100						1114729	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	변석호	031-591-4100	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000229	(주) 주윈스 파주지점	기존		8838502244		주운석,설용자	경기도 파주시 책향기숲길 65-18 (동패동) 1층 (동패동)	경기도 파주시		031-463-2272						1114730	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	주운석,설용자	031-463-2272	2024-12-20	2025-01-13	10일단위 마감, 10일이내, 현금결제(영업)
C0000230	(주)신우에프에스 논산1공장	기존		4338501526		오재준	충청남도 논산시 성동면 산업단지로2길 44 (원북리, (주)신우에프에스논산1	충청남도 논산시		070-4340-1953						1114734	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	오재준	070-4340-1953	2024-12-20	2025-06-25	15일단위 마감, 30일이내, 현금결제(영업)
C0000231	한결푸드	기존		1900301400		김주원	경기도 하남시 초이로44번길 53 (초이동) (초이동)	경기도 하남시		031-793-5463						1114736	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김주원	031-793-5463	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000232	(유) 메이크앤쿡	기존		1108198436		최지혜	경기도 용인시 수지구 성복2로 10 (성복동, 성복역롯데캐슬골드 102동 2103호 (성복동)	경기도 용인시		070-8884-2258						1114738	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	최지혜	070-8884-2258	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000233	YB유통	기존		1252485513		노윤봉	경기도 안성시 양성면 안성맞춤대로 2234 (노곡리)	경기도 안성시		031-677-2236						1114739	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	노윤봉	031-677-2236	2024-12-20	2025-03-24	10일단위 마감, 10일이내, 현금결제(영업)
C0000234	푸드맥스	기존		1372083029		이상우	경기도 김포시 양촌읍 황금로 339 (학운리)	경기도 김포시		02-3143-5907						1114740	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	이상우	02-3143-5907	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000235	지안무역	기존		8321101061		임창욱	부산광역시 서구 원양로 71 (암남동) (암남동)	부산광역시 서구		051-242-1204						1114741	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	임창욱	051-242-1204	2024-12-20	2025-08-27	선입금(영업)
C0000236	(주)우앤수	기존		5128700450		박영철	경기도 시흥시 마루미길 16-11 (방산동) (방산동)	경기도 시흥시		031-317-5662						1114742	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	박영철	031-317-5662	2024-12-20	2025-01-09	선입금(영업)
C0000237	(주)해강씨푸드	기존		6598702849		김부섭	인천광역시 중구 연안부두로 27 (항동7가) 1065호 (항동7가, 인천수산물센타)	인천광역시 중구		032-889-1720						1114743	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	김부섭	032-889-1720	2024-12-20	2025-03-21	10일단위 마감, 10일이내, 현금결제(영업)
C0000238	GOODFOOD(굿푸드)	기존		1372165106		정재식	경기도 김포시 하성면 월하로 646 (원산리)	경기도 김포시		031-987-7226						1114744	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	정재식	031-987-7226	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000239	(주) 복원식품	기존		1328605378		송상홍	경기도 남양주시 화도읍 경춘로2347번길 63 (답내리)	경기도 남양주시		02-6121-8346						1114745	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	송상홍	02-6121-8346	2024-12-20	2025-07-11	10일단위 마감, 10일이내, 현금결제(영업)
C0000240	농업회사법인(주)홈델리	기존		1328617947		정형택	경기도 남양주시 수동면 남가로 1760-24 (입석리)	경기도 남양주시		031-552-1085						1114746	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	정형택	031-552-1085	2024-12-20		선입금(영업)
C0000241	에이앤제이푸드(주)	기존		1408194222		조병옥	경기도 시흥시 군자로10번길 20 (월곶동) (월곶동)	경기도 시흥시		010-2382-0235						1114747	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	조병옥	010-2382-0235	2024-12-20		선입금(영업)
C0000242	(주)가이아네트웍스	기존		4148702533		이영우	경기도 평택시 오성면 오성서로 141 2동 203호 (숙성리)	경기도 평택시		010-9432-9390						1114748	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	이영우	010-9432-9390	2024-12-20	2025-09-09	10일단위 마감, 10일이내, 현금결제(영업)
C0000243	(주)마루종합식품	기존		5048168398		김은혜	대구광역시 북구 팔달북로8길 76-1 (노원동3가) (노원동3가)	대구광역시 북구		053-355-3501						1114749	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김은혜	053-355-3501	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000244	(주)수성트레이딩	기존		4938100555		박원혁	부산광역시 서구 원양로 224 (암남동) 202호 (암남동, 아시아냉장 제2공장)	부산광역시 서구		051-205-0796						1114750	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	박원혁	051-205-0796	2024-12-20	2025-08-13	10일단위 마감, 10일이내, 현금결제(영업)
C0000245	(주)일등식품	기존		5958601947		양철모	광주광역시 서구 회재유통길 32-2 (매월동) (매월동)	광주광역시 서구		062-682-0003						1114751	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	양철모	062-682-0003	2024-12-20	2025-01-23	15일단위 마감, 30일이내, 현금결제(영업)
C0000246	(주) 지비아이팜(GBI FARM C	기존		2938102424		조인상	경기도 오산시 외삼미로15번길 64 (외삼미동) 1층 (외삼미동)	경기도 오산시		031-378-5834						1114752	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	조인상	031-378-5834	2024-12-20	2025-04-28	10일단위 마감, 10일이내, 현금결제(영업)
C0000247	(주) 다락	기존		5948103307		윤승한	서울특별시 동대문구 왕산로 200 (전농동) 가동 1521호 (전농동,청량리역 롯데캐슬 )	서울특별시 동대문구		010-9443-0613						1114753	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	윤승한	010-9443-0613	2024-12-20	2025-08-27	10일단위 마감, 10일이내, 현금결제(영업)
C0000248	코코푸드	기존		2030431454		조태원	인천광역시 계양구 평리길 101 (평동) (평동)	인천광역시 계양구		02-537-4548						1114754	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	조태원	02-537-4548	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
